genre,family,year,targetSharePct,currentThreeSeedMeanSharePct,deltaPctPoints
Comedy,Non-Music,1967,0.67,0.39819515745692025,-0.2718048425430798
Comedy,Non-Music,1968,0.57,0.4406391507542677,-0.12936084924573227
Comedy,Non-Music,1969,0.58,0.6406275621657407,0.06062756216574072
Contemporary Folk,Folk,1960,0,0,0
Contemporary Folk,Folk,1961,0,0.37903157951451333,0.37903157951451333
Contemporary Folk,Folk,1962,0,0.6262968109508429,0.6262968109508429
Contemporary Folk,Folk,1963,0.36,1.1002869142724003,0.7402869142724003
Contemporary Folk,Folk,1964,0.9,1.2305487021201682,0.3305487021201682
Contemporary Folk,Folk,1965,1.37,1.450361434409645,0.08036143440964483
Contemporary Folk,Folk,1966,1.33,0.7658355208261735,-0.5641644791738266
Contemporary Folk,Folk,1967,1.21,0.6180651616488705,-0.5919348383511295
Contemporary Folk,Folk,1968,0.99,0.6078617861008024,-0.38213821389919755
Contemporary Folk,Folk,1969,0.73,0.39129276195448864,-0.33870723804551134
Country,Country,1960,8.38,7.3676069933710915,-1.0123930066289093
Country,Country,1961,8.27,6.883502650620144,-1.3864973493798551
Country,Country,1962,9.16,7.625028282279332,-1.5349717177206683
Country,Country,1963,9.1,7.276880674050201,-1.8231193259497989
Country,Country,1964,9.04,8.101692854815907,-0.9383071451840923
Country,Country,1965,10.07,8.089259509105414,-1.9807404908945863
Country,Country,1966,11.33,12.336156397872749,1.0061563978727488
Country,Country,1967,10.98,7.692736083232958,-3.287263916767042
Country,Country,1968,11.36,6.546044837612321,-4.813955162387678
Country,Country,1969,11.69,7.353633713707391,-4.336366286292608
Country Rock,Rock,1960,0,0,0
Country Rock,Rock,1961,0,0,0
Country Rock,Rock,1962,0,0,0
Country Rock,Rock,1963,0,0,0
Country Rock,Rock,1964,0,0,0
Country Rock,Rock,1965,0,0,0
Country Rock,Rock,1966,0,0,0
Country Rock,Rock,1967,0.07,0,-0.07
Country Rock,Rock,1968,0.57,1.2321550018390275,0.6621550018390275
Country Rock,Rock,1969,1.31,2.0290853224516705,0.7190853224516705
Doo-Wop,Rhythm & Soul,1960,5.09,14.030586420450561,8.940586420450561
Doo-Wop,Rhythm & Soul,1961,3.78,10.566706941355966,6.786706941355966
Doo-Wop,Rhythm & Soul,1962,2.17,7.233647849782795,5.063647849782795
Doo-Wop,Rhythm & Soul,1963,0.85,4.903345556343154,4.053345556343154
Doo-Wop,Rhythm & Soul,1964,0.23,3.7734144632284914,3.5434144632284914
Doo-Wop,Rhythm & Soul,1965,0.06,1.3606086417265806,1.3006086417265805
Doo-Wop,Rhythm & Soul,1966,0,0.417645606827884,0.417645606827884
Doo-Wop,Rhythm & Soul,1967,0,0.24571405741000782,0.24571405741000782
Doo-Wop,Rhythm & Soul,1968,0,0.22514817242842702,0.22514817242842702
Doo-Wop,Rhythm & Soul,1969,0,0.1243905409024807,0.1243905409024807
Easy Listening,Pop,1960,6.5,0.7066306543934916,-5.793369345606508
Easy Listening,Pop,1961,6.5,2.578028350665065,-3.921971649334935
Easy Listening,Pop,1962,6.5,2.917686867283804,-3.582313132716196
Easy Listening,Pop,1963,6,2.9417758173543334,-3.0582241826456666
Easy Listening,Pop,1964,5.8,2.45821507987633,-3.34178492012367
Easy Listening,Pop,1965,6,3.045470107397312,-2.954529892602688
Easy Listening,Pop,1966,5.8,2.9472821294639715,-2.8527178705360283
Easy Listening,Pop,1967,5.2,2.8932157460009456,-2.3067842539990546
Easy Listening,Pop,1968,4.2,3.0421130161193553,-1.157886983880645
Easy Listening,Pop,1969,3.4,3.2221279610210165,-0.1778720389789834
Folk,Folk,1960,4.53,3.9567377442647316,-0.5732622557352687
Folk,Folk,1961,5.02,4.251796343211425,-0.7682036567885744
Folk,Folk,1962,5.72,4.751317094034504,-0.9686829059654958
Folk,Folk,1963,6.55,5.431698634771753,-1.1183013652282465
Folk,Folk,1964,5.2,5.173596939885062,-0.026403060114938093
Folk,Folk,1965,4.47,5.871517062406261,1.4015170624062616
Folk,Folk,1966,3.07,3.279097199840372,0.20909719984037212
Folk,Folk,1967,1.87,1.8727726187656082,0.0027726187656080814
Folk,Folk,1968,1.28,1.0375547395918507,-0.2424452604081493
Folk,Folk,1969,0.73,0.6137494988009186,-0.11625050119908142
Folk Rock,Rock,1960,0,0,0
Folk Rock,Rock,1961,0,0,0
Folk Rock,Rock,1962,0,0,0
Folk Rock,Rock,1963,0,0,0
Folk Rock,Rock,1964,0,0,0
Folk Rock,Rock,1965,2.24,0.4610171498849093,-1.7789828501150908
Folk Rock,Rock,1966,4.67,2.9270165293616537,-1.7429834706383462
Folk Rock,Rock,1967,5.62,4.694220267784423,-0.9257797322155774
Folk Rock,Rock,1968,5.11,4.1127267407373385,-0.9972732592626619
Folk Rock,Rock,1969,4.38,3.7413537140561814,-0.6386462859438184
Funk,Rhythm & Soul,1960,0,0,0
Funk,Rhythm & Soul,1961,0,0,0
Funk,Rhythm & Soul,1962,0,0,0
Funk,Rhythm & Soul,1963,0,0,0
Funk,Rhythm & Soul,1964,0,0,0
Funk,Rhythm & Soul,1965,0,0,0
Funk,Rhythm & Soul,1966,0,0,0
Funk,Rhythm & Soul,1967,0.8,1.6358427015701829,0.8358427015701828
Funk,Rhythm & Soul,1968,2.56,5.155707145875657,2.595707145875657
Funk,Rhythm & Soul,1969,4.67,6.813850501567763,2.143850501567763
Garage Rock,Rock,1960,0,0,0
Garage Rock,Rock,1961,0,0,0
Garage Rock,Rock,1962,0,0,0
Garage Rock,Rock,1963,0,0.29247430787776985,0.29247430787776985
Garage Rock,Rock,1964,0.34,0.8376427148589225,0.4976427148589225
Garage Rock,Rock,1965,1.49,1.4867619790741455,-0.0032380209258544568
Garage Rock,Rock,1966,3.2,1.3041597994701506,-1.8958402005298496
Garage Rock,Rock,1967,2.41,0.4796325979720277,-1.9303674020279724
Garage Rock,Rock,1968,1.28,0.8425904481452714,-0.43740955185472863
Garage Rock,Rock,1969,0.58,0.15978678911102923,-0.42021321088897073
Gospel,Gospel,1960,1.13,3.1444927668376397,2.01449276683764
Gospel,Gospel,1961,1.18,2.9519523245617596,1.7719523245617597
Gospel,Gospel,1962,1.21,2.5401339278018797,1.3301339278018798
Gospel,Gospel,1963,1.21,2.747013365525993,1.537013365525993
Gospel,Gospel,1964,1.13,2.2608524746402385,1.1308524746402386
Gospel,Gospel,1965,1.24,2.532948512132565,1.292948512132565
Gospel,Gospel,1966,1.33,2.8538630548579498,1.5238630548579497
Gospel,Gospel,1967,1.47,1.8080935125531052,0.33809351255310527
Gospel,Gospel,1968,1.7,2.0119166415233507,0.31191664152335075
Gospel,Gospel,1969,2.63,2.046865413831759,-0.5831345861682409
Hard Rock,Rock,1960,0,0,0
Hard Rock,Rock,1961,0,0,0
Hard Rock,Rock,1962,0,0,0
Hard Rock,Rock,1963,0,0,0
Hard Rock,Rock,1964,0,0,0
Hard Rock,Rock,1965,0,0,0
Hard Rock,Rock,1966,0,0,0
Hard Rock,Rock,1967,0.27,0.7238078663756412,0.4538078663756412
Hard Rock,Rock,1968,1.28,2.669097828894009,1.3890978288940088
Hard Rock,Rock,1969,3.07,3.4084332180144608,0.3384332180144609
Jazz,Jazz,1960,6.22,5.688635113077653,-0.5313648869223471
Jazz,Jazz,1961,6.5,5.92629487283959,-0.5737051271604097
Jazz,Jazz,1962,6.27,6.6398461644238305,0.3698461644238309
Jazz,Jazz,1963,6.07,7.064781523066865,0.9947815230668651
Jazz,Jazz,1964,5.31,7.762833782822771,2.452833782822771
Jazz,Jazz,1965,5.34,7.972816302820642,2.6328163028206424
Jazz,Jazz,1966,5.07,8.209419174472357,3.1394191744723567
Jazz,Jazz,1967,4.42,7.48459515299195,3.0645951529919504
Jazz,Jazz,1968,4.26,6.494429532441798,2.2344295324417986
Jazz,Jazz,1969,4.09,5.889209628994806,1.7992096289948059
Latin Pop,Latin,1960,0.91,0.07360216712282212,-0.836397832877178
Latin Pop,Latin,1961,0.95,0.3068135792001495,-0.6431864207998504
Latin Pop,Latin,1962,0.96,0.23858853998989726,-0.7214114600101027
Latin Pop,Latin,1963,0.97,0.35892441072237585,-0.6110755892776241
Latin Pop,Latin,1964,0.9,0.40748781164423553,-0.4925121883557645
Latin Pop,Latin,1965,1.12,0.5148775394810673,-0.6051224605189328
Latin Pop,Latin,1966,1.2,0.7281536407286708,-0.4718463592713291
Latin Pop,Latin,1967,1.21,0.5198885443172262,-0.6901114556827738
Latin Pop,Latin,1968,1.28,0.31383364855732904,-0.966166351442671
Latin Pop,Latin,1969,1.31,0.3632488050782678,-0.9467511949217322
Progressive Rock,Rock,1960,0,0,0
Progressive Rock,Rock,1961,0,0,0
Progressive Rock,Rock,1962,0,0,0
Progressive Rock,Rock,1963,0,0,0
Progressive Rock,Rock,1964,0,0,0
Progressive Rock,Rock,1965,0,0,0
Progressive Rock,Rock,1966,0,0,0
Progressive Rock,Rock,1967,0.13,0,-0.13
Progressive Rock,Rock,1968,0.5,0.6810130085248763,0.18101300852487634
Progressive Rock,Rock,1969,1.02,1.4833470854791007,0.46334708547910064
Proto-Metal,Rock,1960,0,0,0
Proto-Metal,Rock,1961,0,0,0
Proto-Metal,Rock,1962,0,0,0
Proto-Metal,Rock,1963,0,0,0
Proto-Metal,Rock,1964,0,0,0
Proto-Metal,Rock,1965,0,0,0
Proto-Metal,Rock,1966,0,0,0
Proto-Metal,Rock,1967,0.07,0,-0.07
Proto-Metal,Rock,1968,0.28,0.670045649480504,0.390045649480504
Proto-Metal,Rock,1969,0.66,1.3732121730011881,0.7132121730011881
Proto-Punk,Rock,1960,0,0,0
Proto-Punk,Rock,1961,0,0,0
Proto-Punk,Rock,1962,0,0,0
Proto-Punk,Rock,1963,0,0,0
Proto-Punk,Rock,1964,0,0,0
Proto-Punk,Rock,1965,0,0,0
Proto-Punk,Rock,1966,0,0,0
Proto-Punk,Rock,1967,0,0.11101217297169584,0.11101217297169584
Proto-Punk,Rock,1968,0,0.9289259113374934,0.9289259113374934
Proto-Punk,Rock,1969,0.07,1.0193260394423262,0.9493260394423262
Psychedelic Rock,Rock,1960,0,0,0
Psychedelic Rock,Rock,1961,0,0,0
Psychedelic Rock,Rock,1962,0,0,0
Psychedelic Rock,Rock,1963,0,0,0
Psychedelic Rock,Rock,1964,0,0,0
Psychedelic Rock,Rock,1965,0,0,0
Psychedelic Rock,Rock,1966,2.4,0.13891510012091762,-2.2610848998790822
Psychedelic Rock,Rock,1967,6.43,0.11923217259621482,-6.310767827403785
Psychedelic Rock,Rock,1968,6.39,0.15546198143395054,-6.234538018566049
Psychedelic Rock,Rock,1969,4.67,0.29404791514341305,-4.3759520848565865
R&B,Rhythm & Soul,1960,11.32,11.528350656697597,0.208350656697597
R&B,Rhythm & Soul,1961,12.05,11.78495856804247,-0.26504143195753116
R&B,Rhythm & Soul,1962,11.09,10.541034675333988,-0.5489653246660122
R&B,Rhythm & Soul,1963,12.37,11.954522565188611,-0.4154774348113879
R&B,Rhythm & Soul,1964,9.94,10.31080277197595,0.370802771975951
R&B,Rhythm & Soul,1965,9.2,4.807153716316012,-4.392846283683987
R&B,Rhythm & Soul,1966,9.33,1.210829374816227,-8.119170625183774
R&B,Rhythm & Soul,1967,8.84,0.8401304561318977,-7.999869543868102
R&B,Rhythm & Soul,1968,8.38,0.5876148782522246,-7.792385121747776
R&B,Rhythm & Soul,1969,7.74,0.4548375300476364,-7.285162469952364
Reggae,Caribbean,1960,0,0,0
Reggae,Caribbean,1961,0,0,0
Reggae,Caribbean,1962,0,0,0
Reggae,Caribbean,1963,0,0,0
Reggae,Caribbean,1964,0,0,0
Reggae,Caribbean,1965,0,0,0
Reggae,Caribbean,1966,0,0,0
Reggae,Caribbean,1967,0,0,0
Reggae,Caribbean,1968,0.04,0.04770708784306991,0.007707087843069907
Reggae,Caribbean,1969,0.15,0.13235524041668906,-0.017644759583310937
Rock and Roll,Rock,1960,13.54,12.043203024275362,-1.4967969757246369
Rock and Roll,Rock,1961,12.76,10.190590387757565,-2.569409612242435
Rock and Roll,Rock,1962,11.45,11.331098163037376,-0.11890183696262291
Rock and Roll,Rock,1963,9.95,9.742911244638066,-0.2070887553619336
Rock and Roll,Rock,1964,6.78,8.10042994040002,1.320429940400019
Rock and Roll,Rock,1965,5.22,7.255167806044677,2.0351678060446776
Rock and Roll,Rock,1966,4,9.28370864414866,5.2837086441486605
Rock and Roll,Rock,1967,2.68,8.500752324878624,5.820752324878624
Rock and Roll,Rock,1968,1.85,10.152218463158832,8.302218463158832
Rock and Roll,Rock,1969,1.31,9.270356473568398,7.960356473568398
Rocksteady,Caribbean,1960,0,0,0
Rocksteady,Caribbean,1961,0,0,0
Rocksteady,Caribbean,1962,0,0,0
Rocksteady,Caribbean,1963,0,0,0
Rocksteady,Caribbean,1964,0,0,0
Rocksteady,Caribbean,1965,0,0,0
Rocksteady,Caribbean,1966,0,0.08155074922460115,0.08155074922460115
Rocksteady,Caribbean,1967,0.07,0.08869690865531306,0.018696908655313052
Rocksteady,Caribbean,1968,0.11,0.0699038988531988,-0.040096101146801205
Rocksteady,Caribbean,1969,0.07,0.044496321096821466,-0.02550367890317854
Singer-Songwriter,Folk,1960,0,0,0
Singer-Songwriter,Folk,1961,0,0,0
Singer-Songwriter,Folk,1962,0,0,0
Singer-Songwriter,Folk,1963,0,0,0
Singer-Songwriter,Folk,1964,0,0,0
Singer-Songwriter,Folk,1965,0,0,0
Singer-Songwriter,Folk,1966,0,0,0
Singer-Songwriter,Folk,1967,0.13,0.06755490462349234,-0.062445095376507664
Singer-Songwriter,Folk,1968,0.5,0.23901087423039624,-0.26098912576960376
Singer-Songwriter,Folk,1969,1.02,0.58109608983956,-0.43890391016044006
Ska,Caribbean,1960,0,0,0
Ska,Caribbean,1961,0,0,0
Ska,Caribbean,1962,0,0,0
Ska,Caribbean,1963,0,0,0
Ska,Caribbean,1964,0,0.05647438853799689,0.05647438853799689
Ska,Caribbean,1965,0,0.1261238516301721,0.1261238516301721
Ska,Caribbean,1966,0,0.09719222380695981,0.09719222380695981
Ska,Caribbean,1967,0.07,0.06888206254841124,-0.0011179374515887658
Ska,Caribbean,1968,0.14,0.04932777513690902,-0.09067222486309098
Ska,Caribbean,1969,0.37,0.02684259711674672,-0.34315740288325325
Soul,Rhythm & Soul,1960,7.92,7.908997943622675,-0.011002056377324543
Soul,Rhythm & Soul,1961,8.86,8.126824423573895,-0.7331755764261043
Soul,Rhythm & Soul,1962,10.24,9.287267463998084,-0.9527325360019159
Soul,Rhythm & Soul,1963,11.53,10.169044858743147,-1.3609551412568521
Soul,Rhythm & Soul,1964,12.2,10.8909164994415,-1.3090835005584989
Soul,Rhythm & Soul,1965,15.53,12.600521328601127,-2.929478671398872
Soul,Rhythm & Soul,1966,16,6.496075817656139,-9.503924182343862
Soul,Rhythm & Soul,1967,18.08,6.433973018329375,-11.646026981670623
Soul,Rhythm & Soul,1968,18.47,5.618710026033277,-12.851289973966722
Soul,Rhythm & Soul,1969,17.53,5.407234329530961,-12.12276567046904
Sunshine Pop,Pop,1960,0,0,0
Sunshine Pop,Pop,1961,0,0,0
Sunshine Pop,Pop,1962,0,0,0
Sunshine Pop,Pop,1963,0,0,0
Sunshine Pop,Pop,1964,0,0,0
Sunshine Pop,Pop,1965,0.37,0.9052363436758571,0.5352363436758572
Sunshine Pop,Pop,1966,1.47,4.926519725256939,3.456519725256939
Sunshine Pop,Pop,1967,1.87,5.73810349776686,3.8681034977668602
Sunshine Pop,Pop,1968,1.42,5.578932244620209,4.1589322446202095
Sunshine Pop,Pop,1969,0.73,4.93952463459184,4.2095246345918405
Surf Rock,Rock,1960,0,0.48955129508312156,0.48955129508312156
Surf Rock,Rock,1961,0.12,0.9734079666206643,0.8534079666206643
Surf Rock,Rock,1962,1.08,2.2454236822377553,1.1654236822377553
Surf Rock,Rock,1963,3.4,2.6579970827020762,-0.7420029172979237
Surf Rock,Rock,1964,2.49,2.1977952312292044,-0.2922047687707958
Surf Rock,Rock,1965,1.24,1.8432656158598737,0.6032656158598737
Surf Rock,Rock,1966,0.4,1.1007689507753036,0.7007689507753035
Surf Rock,Rock,1967,0.13,0.09276689603833284,-0.037233103961667166
Surf Rock,Rock,1968,0.07,0.05845279070071894,-0.011547209299281068
Surf Rock,Rock,1969,0.03,0.04665291543950558,0.016652915439505582
Teen Pop,Pop,1960,13.35,11.841326516722873,-1.5086734832771267
Teen Pop,Pop,1961,12.52,10.50139537057921,-2.018604629420789
Teen Pop,Pop,1962,12.29,10.041485542168935,-2.248514457831064
Teen Pop,Pop,1963,10.8,8.658574062744941,-2.1414259372550593
Teen Pop,Pop,1964,7.91,7.30880195049378,-0.6011980495062206
Teen Pop,Pop,1965,5.59,3.351180321620427,-2.238819678379573
Teen Pop,Pop,1966,4,1.5252658507670003,-2.474734149233
Teen Pop,Pop,1967,2.68,0.992298410027427,-1.6877015899725731
Teen Pop,Pop,1968,1.7,0.672140042561503,-1.027859957438497
Teen Pop,Pop,1969,1.17,0.48845597118895784,-0.6815440288110421
Tex-Mex,Latin,1960,0.23,0.028257866811154674,-0.20174213318884535
Tex-Mex,Latin,1961,0.24,0.13063631764247272,-0.10936368235752728
Tex-Mex,Latin,1962,0.24,0.3377839353985066,0.0977839353985066
Tex-Mex,Latin,1963,0.3,0.2966398589921043,-0.0033601410078956673
Tex-Mex,Latin,1964,0.34,0.42349947041132213,0.08349947041132211
Tex-Mex,Latin,1965,0.5,0.5437265813219296,0.043726581321929636
Tex-Mex,Latin,1966,0.47,0.8116917393770798,0.34169173937707986
Tex-Mex,Latin,1967,0.4,0.3000139100647653,-0.09998608993523472
Tex-Mex,Latin,1968,0.36,0.44475797589054505,0.08475797589054507
Tex-Mex,Latin,1969,0.29,0.45861014533176353,0.16861014533176355
Traditional Pop,Pop,1960,15,20.26226971721774,5.262269717217741
Traditional Pop,Pop,1961,14.98,21.95111499526514,6.97111499526514
Traditional Pop,Pop,1962,14.52,20.903838565338685,6.383838565338685
Traditional Pop,Pop,1963,13.19,21.00139879743653,7.81139879743653
Traditional Pop,Pop,1964,10.99,17.95669736528899,6.966697365288988
Traditional Pop,Pop,1965,9.51,20.11564996339675,10.605649963396749
Traditional Pop,Pop,1966,8.2,22.849153636968623,14.649153636968624
Traditional Pop,Pop,1967,7.3,26.43984229802314,19.13984229802314
Traditional Pop,Pop,1968,6.3,21.38877527475739,15.088775274757388
Traditional Pop,Pop,1969,5.63,19.46285138392282,13.832851383922822
