seed,year,genre,eligibleArtistProjectOpportunities,retainedSelections,transitionSelections,annualFloorSelections,unavailableIdentityTransitions,annualFloorRequested,annualFloorReroutes,albumCapacityReroutes,singleDecisions,albumDecisions,orphanDecisions,promoDecisions,fulfilledUnits,settlementSingleUnits,settlementAlbumUnits
1001,1960,LatinPop,40,24,13,3,0,3,0,0,21,19,21,19,263016,261970,2046
1001,1960,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,RnB,413,321,89,3,0,3,0,0,398,24,398,24,11035393,11042519,4517
1001,1960,RockAndRoll,556,465,88,3,0,3,0,0,552,22,552,22,13505441,13514309,6814
1001,1960,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,Ska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,Soul,268,228,37,3,0,3,0,0,127,145,127,145,4281991,4283180,7294
1001,1960,SunshinePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,SurfRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1960,TeenPop,554,462,89,3,0,3,0,0,539,31,539,31,18792945,18794607,14046
1001,1960,TexMex,25,13,9,3,0,3,0,0,17,8,17,8,174100,174037,460
1001,1960,TraditionalPop,666,549,114,3,0,3,0,0,261,417,261,417,43629405,42775136,873359
1001,1961,AcidRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,BaroquePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Blues,98,75,20,3,0,3,0,0,47,51,47,51,2148726,2047457,104680
1001,1961,BluesRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,BossaNova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,BritishBeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,BritishBlues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,BritishPop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Childrens,49,32,14,3,0,3,0,0,19,30,19,30,965556,956262,11374
1001,1961,Classical,84,64,17,3,0,3,0,0,34,50,34,50,1582794,1559208,26417
1001,1961,Comedy,56,38,15,3,0,3,0,0,25,31,25,31,2262204,2247854,17272
1001,1961,ContemporaryFolk,16,3,10,3,0,3,0,0,7,9,7,9,230332,229925,722
1001,1961,Country,312,252,57,3,0,3,0,0,275,37,275,37,13641784,13583166,70427
1001,1961,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,DooWop,259,172,84,3,0,3,0,0,236,23,236,23,7822028,7821193,12745
1001,1961,EasyListening,261,184,74,3,0,3,0,0,60,201,60,201,10800090,9645998,1165108
1001,1961,Folk,165,112,50,3,0,3,0,0,60,105,60,105,7316508,6935663,388005
1001,1961,FolkRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,GarageRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Gospel,83,44,36,3,0,3,0,0,40,43,40,43,1546049,1515255,33419
1001,1961,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Jazz,273,210,60,3,0,3,0,0,70,202,70,202,13012719,11449921,1574573
1001,1961,LatinPop,43,26,14,3,0,3,0,0,24,19,24,19,420616,416528,5145
1001,1961,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,RnB,389,313,73,3,0,3,0,0,356,33,356,33,11123602,11120484,17263
1001,1961,RockAndRoll,446,375,68,3,0,3,0,0,420,24,420,24,12996801,12991908,23778
1001,1961,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Ska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,Soul,190,112,75,3,0,3,0,0,85,105,85,105,4621128,4619342,9582
1001,1961,SunshinePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1961,SurfRock,25,8,14,3,0,3,0,0,24,1,24,1,394918,395358,0
1001,1961,TeenPop,458,381,74,3,0,3,0,0,404,54,404,54,15630495,15593518,57085
1001,1961,TexMex,22,11,8,3,0,3,0,0,10,12,10,12,248536,247647,1576
1001,1961,TraditionalPop,646,520,123,3,0,3,0,0,281,365,281,365,43949103,41934728,2040153
1001,1962,AcidRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,BaroquePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Blues,86,69,14,3,0,3,0,0,50,36,50,36,1667371,1541817,128882
1001,1962,BluesRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,BossaNova,28,9,16,3,0,3,0,0,28,0,28,0,536053,536619,0
1001,1962,BritishBeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,BritishBlues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,BritishPop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Childrens,44,29,12,3,0,3,0,0,23,21,23,21,1177440,1165852,13579
1001,1962,Classical,71,56,12,3,0,3,0,0,24,47,24,47,1211293,1192651,21698
1001,1962,Comedy,67,45,19,3,0,3,0,0,31,36,31,36,1920054,1903013,19744
1001,1962,ContemporaryFolk,35,10,22,3,0,3,0,0,15,20,15,20,1055789,1049745,7193
1001,1962,Country,295,238,54,3,0,3,0,0,262,33,262,33,13753032,13687448,79814
1001,1962,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,DooWop,181,118,60,3,0,3,0,0,160,21,160,21,5233794,5227747,13586
1001,1962,EasyListening,245,176,66,3,0,3,0,0,74,169,74,169,10953800,9640784,1323437
1001,1962,Folk,174,123,48,3,0,3,0,0,65,109,65,109,7210060,6697029,519191
1001,1962,FolkRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,GarageRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Gospel,63,37,23,3,0,3,0,0,35,28,35,28,1235506,1205375,33198
1001,1962,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Jazz,262,210,49,3,0,3,0,0,64,197,64,197,13075703,11155088,1931570
1001,1962,LatinPop,45,27,15,3,0,3,0,0,32,13,32,13,585135,581571,5081
1001,1962,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,RnB,358,292,63,3,0,3,0,0,310,47,310,47,12386513,12374754,26058
1001,1962,RockAndRoll,471,416,52,3,0,3,0,0,448,23,448,23,12451582,12433362,35283
1001,1962,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Ska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,Soul,207,135,69,3,0,3,0,0,107,100,107,100,5307424,5305906,9137
1001,1962,SunshinePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1962,SurfRock,49,13,33,3,0,3,0,0,45,4,45,4,1037356,1038523,232
1001,1962,TeenPop,468,385,80,3,0,3,0,0,436,31,436,31,16536306,16471138,83301
1001,1962,TexMex,27,17,7,3,0,3,0,0,18,9,18,9,375121,373199,2754
1001,1962,TraditionalPop,547,420,124,3,0,3,0,0,268,278,268,278,43014066,40454785,2584268
1001,1963,AcidRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,BaroquePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Blues,84,65,16,3,0,3,0,0,51,33,51,33,2157571,2037205,123773
1001,1963,BluesRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,BossaNova,55,24,28,3,0,3,0,0,55,0,55,0,1104229,1106044,0
1001,1963,BritishBeat,91,14,74,3,0,3,0,0,47,43,47,43,3774703,3767860,8748
1001,1963,BritishBlues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,BritishPop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Childrens,55,30,22,3,0,3,0,0,18,37,18,37,1240586,1226460,16223
1001,1963,Classical,83,69,11,3,0,3,0,0,27,56,27,56,1623939,1609107,17866
1001,1963,Comedy,56,36,17,3,0,3,0,0,17,39,17,39,1712105,1688977,25662
1001,1963,ContemporaryFolk,62,25,34,3,0,3,0,0,22,40,22,40,1453986,1445456,10130
1001,1963,Country,299,238,58,3,0,3,0,0,264,34,264,34,13458794,13357168,114204
1001,1963,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,DooWop,126,75,48,3,0,3,0,0,105,21,105,21,3704630,3689518,20579
1001,1963,EasyListening,179,115,61,3,0,3,0,0,74,104,74,104,10491989,9127849,1373579
1001,1963,Folk,179,131,45,3,0,3,0,0,59,120,59,120,9500752,8821523,686912
1001,1963,FolkRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,GarageRock,32,8,21,3,0,3,0,0,30,2,30,2,940591,941263,0
1001,1963,Gospel,67,27,37,3,0,3,0,0,36,29,36,29,1762370,1727930,36555
1001,1963,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Jazz,216,162,51,3,0,3,0,0,53,162,53,162,14769330,12707024,2072401
1001,1963,LatinPop,54,34,17,3,0,3,0,0,29,25,29,25,1297534,1291006,8371
1001,1963,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,RnB,328,247,78,3,0,3,0,0,298,30,298,30,11519782,11489416,42991
1001,1963,RockAndRoll,367,303,61,3,0,3,0,0,346,21,346,21,13740380,13704066,51322
1001,1963,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Ska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,Soul,259,156,100,3,0,3,0,0,142,117,142,117,7241236,7241047,9212
1001,1963,SunshinePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1963,SurfRock,72,24,45,3,0,3,0,0,62,10,62,10,1991839,1991098,3235
1001,1963,TeenPop,426,312,111,3,0,3,0,0,404,22,404,22,14860003,14802552,74584
1001,1963,TexMex,27,14,10,3,0,3,0,0,12,15,12,15,422882,419789,4341
1001,1963,TraditionalPop,422,320,99,3,0,3,0,0,198,224,198,224,31947717,29291601,2678683
1001,1964,AcidRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,BaroquePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Blues,65,47,15,3,0,3,0,0,34,31,34,31,2627230,2422339,207604
1001,1964,BluesRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,BossaNova,55,23,29,3,0,3,0,0,55,0,55,0,2032632,2034512,0
1001,1964,BritishBeat,197,59,135,3,0,3,0,0,110,87,110,87,9345849,9301066,49760
1001,1964,BritishBlues,61,6,52,3,0,3,0,0,29,32,29,32,2171719,2165011,7848
1001,1964,BritishPop,139,38,98,3,0,3,0,0,83,56,83,56,7600078,7576129,26463
1001,1964,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Childrens,42,22,17,3,0,3,0,0,12,30,12,30,989118,969894,20819
1001,1964,Classical,67,48,16,3,0,3,0,0,19,48,19,48,2284826,2246311,41338
1001,1964,Comedy,44,28,13,3,0,3,0,0,17,26,17,26,1203469,1173445,32054
1001,1964,ContemporaryFolk,50,17,30,3,0,3,0,0,19,31,19,31,1845072,1824762,22864
1001,1964,Country,228,183,42,3,0,3,0,0,218,10,218,10,11396762,11269825,138633
1001,1964,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,DooWop,102,52,47,3,0,3,0,0,87,15,87,15,1862732,1836956,30184
1001,1964,EasyListening,160,92,65,3,0,3,0,0,72,88,72,88,10234313,8762678,1478845
1001,1964,Folk,153,119,31,3,0,3,0,0,82,70,82,70,8879273,7881306,1004428
1001,1964,FolkRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,GarageRock,58,20,35,3,0,3,0,0,55,3,55,3,1899817,1901417,0
1001,1964,Gospel,51,20,28,3,0,3,0,0,25,25,25,25,1566694,1514112,54426
1001,1964,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Jazz,195,141,51,3,0,3,0,0,90,104,90,104,15053337,12530672,2531581
1001,1964,LatinPop,52,32,17,3,0,3,0,0,17,35,17,35,2130600,2105946,26611
1001,1964,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,RnB,315,260,52,3,0,3,0,0,288,27,288,27,12415256,12369149,57537
1001,1964,RockAndRoll,247,195,49,3,0,3,0,0,224,23,224,23,9670725,9594696,86521
1001,1964,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,Ska,10,2,5,3,0,3,0,0,5,5,5,5,39346,38216,1326
1001,1964,Soul,231,163,65,3,0,3,0,0,99,131,99,131,7873825,7860060,23315
1001,1964,SunshinePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1964,SurfRock,70,31,36,3,0,3,0,0,55,15,55,15,2913598,2904697,11416
1001,1964,TeenPop,288,228,57,3,0,3,0,0,250,38,250,38,12514396,12413150,114171
1001,1964,TexMex,24,12,9,3,0,3,0,0,12,12,12,12,747750,741094,7547
1001,1964,TraditionalPop,367,282,82,3,0,3,0,0,237,129,237,129,32441564,29647501,2812179
1001,1965,AcidRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,BaroquePop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Blues,69,51,15,3,0,3,0,0,22,46,22,46,2214283,1853950,362544
1001,1965,BluesRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,BossaNova,56,31,22,3,0,3,0,0,56,0,56,0,1900142,1902421,0
1001,1965,BritishBeat,158,69,86,3,0,3,0,0,37,120,37,119,6812581,6683625,136153
1001,1965,BritishBlues,108,31,74,3,0,3,0,0,17,91,17,89,5114225,5062013,55440
1001,1965,BritishPop,173,54,116,3,0,3,0,0,38,134,38,131,11039574,10898566,147632
1001,1965,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Childrens,36,17,16,3,0,3,0,0,1,35,1,35,882748,832870,51355
1001,1965,Classical,45,26,16,3,0,3,0,0,0,45,0,44,1605434,1488649,118573
1001,1965,Comedy,48,24,21,3,0,3,0,0,3,44,3,44,1476437,1416431,61683
1001,1965,ContemporaryFolk,60,24,33,3,0,3,0,0,11,48,11,47,1660015,1615353,46542
1001,1965,Country,228,193,32,3,0,3,0,0,141,85,141,85,15101964,14825890,285423
1001,1965,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,DooWop,62,48,11,3,0,3,0,0,47,15,47,15,1136597,1076231,62805
1001,1965,EasyListening,186,137,46,3,0,3,0,0,74,109,74,95,10716360,8845664,1878395
1001,1965,Folk,143,107,33,3,0,3,0,0,43,99,43,94,9206482,7742804,1469370
1001,1965,FolkRock,18,5,10,3,0,3,0,0,17,1,17,1,510565,511084,0
1001,1965,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,GarageRock,55,24,28,3,0,3,0,0,7,48,7,48,2098255,2081431,18877
1001,1965,Gospel,56,26,27,3,0,3,0,0,7,49,7,49,2404932,2283162,123869
1001,1965,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Jazz,223,177,43,3,0,3,0,0,44,176,44,171,20167544,16784865,3391668
1001,1965,LatinPop,37,25,9,3,0,3,0,0,5,32,5,32,1410141,1348061,63572
1001,1965,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,PsychedelicRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,RnB,206,187,16,3,0,3,0,0,152,53,152,53,9047552,8898480,158821
1001,1965,RockAndRoll,186,135,48,3,0,3,0,0,145,40,145,39,7869067,7629682,246817
1001,1965,Rocksteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1965,Ska,13,5,5,3,0,3,0,0,1,12,1,12,172159,162792,9653
1001,1965,Soul,216,146,67,3,0,3,0,0,47,169,47,165,8437140,8363937,81491
1001,1965,SunshinePop,25,7,15,3,0,3,0,0,18,7,18,7,1594549,1594857,0
1001,1965,SurfRock,66,24,39,3,0,3,0,0,16,50,16,50,2701076,2647785,55726
1001,1965,TeenPop,187,172,12,3,0,3,0,0,144,43,144,43,7789575,7483556,314900
1001,1965,TexMex,32,18,11,3,0,3,0,0,7,25,7,24,1201203,1170782,31549
1001,1965,TraditionalPop,364,288,73,3,0,3,0,0,151,213,151,212,36805108,32958882,3861206
1001,1966,AcidRock,24,4,17,3,6,3,0,0,16,7,16,7,1687252,1687623,0
1001,1966,BaroquePop,25,4,18,3,6,3,0,0,18,7,18,7,1368579,1369030,0
1001,1966,Blues,55,44,8,3,1,4,1,0,6,47,6,39,2266263,1687825,580466
1001,1966,BluesRock,34,5,26,3,8,5,2,0,29,5,29,5,2348513,2349102,0
1001,1966,Boogaloo,20,6,11,3,2,3,0,0,2,18,2,17,1338017,1319283,19185
1001,1966,BossaNova,52,22,27,3,10,3,0,0,52,0,52,0,3365236,3367000,0
1001,1966,BritishBeat,91,46,42,3,8,4,1,0,9,82,9,32,2462201,2233723,232277
1001,1966,BritishBlues,89,42,44,3,5,3,0,0,3,86,3,33,1579332,1402685,179373
1001,1966,BritishPop,98,51,44,3,11,4,1,0,7,90,7,47,4565137,4229843,339520
1001,1966,Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,Childrens,45,33,9,3,6,3,0,0,3,42,3,36,1268261,1174656,95095
1001,1966,Classical,44,33,8,3,0,3,0,0,0,44,0,27,1150555,971002,180998
1001,1966,Comedy,36,15,18,3,4,3,0,0,1,34,1,23,764843,656397,109779
1001,1966,ContemporaryFolk,54,29,22,3,9,4,1,0,3,51,3,33,961327,874437,88824
1001,1966,Country,235,187,45,3,6,5,2,0,81,151,81,120,26068361,24753066,1324502
1001,1966,CountryRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,DooWop,31,31,0,0,0,0,0,0,14,17,14,17,789635,702926,88062
1001,1966,EasyListening,161,123,35,3,8,3,0,0,27,131,27,60,7275826,4900591,2379938
1001,1966,Folk,110,93,14,3,2,3,0,0,16,94,16,53,8141115,5862042,2283354
1001,1966,FolkRock,66,24,39,3,4,4,1,0,55,11,55,11,7138635,7139743,0
1001,1966,Funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,GarageRock,82,35,44,3,12,3,0,0,7,75,7,45,1762237,1691820,72661
1001,1966,Gospel,67,43,21,3,9,4,1,0,5,62,5,46,1847268,1640321,209239
1001,1966,HardRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,Jazz,216,180,33,3,4,4,1,0,33,183,33,115,17035565,12495746,4548151
1001,1966,LatinPop,53,35,15,3,8,3,0,0,1,52,1,36,1169749,1071808,99682
1001,1966,ProgressiveRock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,ProtoMetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,ProtoPunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,PsychedelicRock,16,9,4,3,0,3,0,0,0,16,0,13,220141,214378,6039
1001,1966,Reggae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,RnB,80,80,0,0,0,0,0,0,24,55,24,48,5665139,5372746,296989
1001,1966,RockAndRoll,156,111,42,3,3,4,1,0,53,101,53,94,8927992,8354454,579140
1001,1966,Rocksteady,11,4,4,3,1,4,1,0,0,11,0,11,58952,55229,3982
1001,1966,SingerSongwriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1966,Ska,17,9,5,3,0,3,0,0,2,15,2,12,453265,415305,38450
1001,1966,Soul,194,134,57,3,26,3,0,0,17,174,17,49,3425796,3202946,227726
1001,1966,SunshinePop,69,14,52,3,14,4,1,0,59,10,59,10,6160185,6162238,0
1001,1966,SurfRock,22,10,9,3,2,3,0,0,19,3,19,3,1258224,1258235,1460
1001,1966,TeenPop,69,69,0,0,0,0,0,0,21,48,21,43,4674109,4209863,468500
1001,1966,TexMex,35,14,18,3,4,3,0,0,2,33,2,23,1461021,1396397,65874
1001,1966,TraditionalPop,329,250,76,3,10,4,1,0,63,265,63,186,35074143,28275432,6812020
1001,1967,AcidRock,65,33,29,3,6,3,0,0,57,8,57,8,4569490,4570672,0
1001,1967,BaroquePop,67,16,48,3,12,3,0,0,44,23,44,23,6370476,6371504,0
1001,1967,Blues,78,62,13,3,3,3,0,0,7,70,7,37,2342289,1529664,814066
1001,1967,BluesRock,51,11,37,3,6,3,0,0,39,12,39,12,5511270,5512274,0
1001,1967,Boogaloo,24,13,8,3,1,3,0,0,3,21,3,5,256570,189155,67964
1001,1967,BossaNova,24,14,7,3,1,3,0,0,24,0,24,0,1063828,1064921,0
1001,1967,BritishBeat,36,23,10,3,5,3,0,0,4,31,4,1,896287,614578,282566
1001,1967,BritishBlues,106,58,45,3,8,3,0,0,15,91,15,9,2842334,2530059,312857
1001,1967,BritishPop,83,37,43,3,10,3,0,0,6,77,6,9,1519553,1089775,430673
1001,1967,Bubblegum,27,5,19,3,2,3,0,0,17,10,17,10,4507744,4508123,0
1001,1967,Childrens,46,28,15,3,2,3,0,0,6,40,6,7,719369,524079,195819
1001,1967,Classical,54,42,9,3,1,3,0,0,1,53,1,13,348596,128117,221142
