seed,year,fromGenre,toGenre,selectionMode,opportunities,unavailableIdentity,annualFloorRequested,annualFloorReroutes
1001,1960,Country,Classical,AnnualFloor,1,0,1,0
1001,1960,Country,Comedy,AnnualFloor,1,0,1,0
1001,1960,Country,Comedy,WeightedTransition,1,0,0,0
1001,1960,Country,Country,AnnualFloor,2,0,2,0
1001,1960,Country,Country,Retained,297,0,0,0
1001,1960,Country,Country,WeightedTransition,24,0,0,0
1001,1960,Country,DooWop,WeightedTransition,1,0,0,0
1001,1960,Country,Folk,AnnualFloor,1,0,1,0
1001,1960,Country,Folk,WeightedTransition,12,0,0,0
1001,1960,Country,Gospel,WeightedTransition,6,0,0,0
1001,1960,Country,Jazz,WeightedTransition,1,0,0,0
1001,1960,Country,RnB,AnnualFloor,1,0,1,0
1001,1960,Country,RockAndRoll,WeightedTransition,4,0,0,0
1001,1960,Country,Soul,WeightedTransition,1,0,0,0
1001,1960,Country,TraditionalPop,WeightedTransition,2,0,0,0
1001,1960,DooWop,Blues,WeightedTransition,1,0,0,0
1001,1960,DooWop,Comedy,AnnualFloor,1,0,1,0
1001,1960,DooWop,Comedy,WeightedTransition,1,0,0,0
1001,1960,DooWop,Country,WeightedTransition,1,0,0,0
1001,1960,DooWop,DooWop,AnnualFloor,1,0,1,0
1001,1960,DooWop,DooWop,Retained,203,0,0,0
1001,1960,DooWop,DooWop,WeightedTransition,17,0,0,0
1001,1960,DooWop,EasyListening,WeightedTransition,1,0,0,0
1001,1960,DooWop,RnB,WeightedTransition,2,0,0,0
1001,1960,DooWop,RockAndRoll,AnnualFloor,1,0,1,0
1001,1960,DooWop,Soul,WeightedTransition,2,0,0,0
1001,1960,DooWop,TexMex,AnnualFloor,1,0,1,0
1001,1960,EasyListening,Comedy,WeightedTransition,2,0,0,0
1001,1960,EasyListening,DooWop,WeightedTransition,2,0,0,0
1001,1960,EasyListening,EasyListening,Retained,159,0,0,0
1001,1960,EasyListening,EasyListening,WeightedTransition,7,0,0,0
1001,1960,EasyListening,Folk,WeightedTransition,2,0,0,0
1001,1960,EasyListening,Jazz,WeightedTransition,2,0,0,0
1001,1960,EasyListening,LatinPop,WeightedTransition,1,0,0,0
1001,1960,EasyListening,RnB,WeightedTransition,1,0,0,0
1001,1960,EasyListening,RockAndRoll,WeightedTransition,1,0,0,0
1001,1960,EasyListening,Soul,WeightedTransition,1,0,0,0
1001,1960,EasyListening,TeenPop,WeightedTransition,4,0,0,0
1001,1960,EasyListening,TraditionalPop,WeightedTransition,5,0,0,0
1001,1960,Folk,Blues,AnnualFloor,1,0,1,0
1001,1960,Folk,Blues,WeightedTransition,1,0,0,0
1001,1960,Folk,Childrens,AnnualFloor,1,0,1,0
1001,1960,Folk,Childrens,WeightedTransition,1,0,0,0
1001,1960,Folk,Classical,AnnualFloor,1,0,1,0
1001,1960,Folk,Classical,WeightedTransition,1,0,0,0
1001,1960,Folk,Comedy,WeightedTransition,1,0,0,0
1001,1960,Folk,Country,WeightedTransition,8,0,0,0
1001,1960,Folk,DooWop,WeightedTransition,1,0,0,0
1001,1960,Folk,EasyListening,WeightedTransition,4,0,0,0
1001,1960,Folk,Folk,AnnualFloor,1,0,1,0
1001,1960,Folk,Folk,Retained,114,0,0,0
1001,1960,Folk,Folk,WeightedTransition,23,0,0,0
1001,1960,Folk,Gospel,WeightedTransition,1,0,0,0
1001,1960,Folk,Jazz,WeightedTransition,2,0,0,0
1001,1960,Folk,LatinPop,WeightedTransition,1,0,0,0
1001,1960,Folk,RnB,WeightedTransition,3,0,0,0
1001,1960,Folk,RockAndRoll,WeightedTransition,1,0,0,0
1001,1960,Folk,Soul,WeightedTransition,2,0,0,0
1001,1960,Folk,TeenPop,WeightedTransition,4,0,0,0
1001,1960,Folk,TraditionalPop,WeightedTransition,3,0,0,0
1001,1960,Gospel,Classical,WeightedTransition,1,0,0,0
1001,1960,Gospel,Country,WeightedTransition,2,0,0,0
1001,1960,Gospel,DooWop,WeightedTransition,1,0,0,0
1001,1960,Gospel,Folk,WeightedTransition,1,0,0,0
1001,1960,Gospel,Gospel,Retained,24,0,0,0
1001,1960,Gospel,Gospel,WeightedTransition,5,0,0,0
1001,1960,Gospel,Soul,WeightedTransition,3,0,0,0
1001,1960,Gospel,TeenPop,WeightedTransition,2,0,0,0
1001,1960,Gospel,TraditionalPop,WeightedTransition,1,0,0,0
1001,1960,Jazz,Comedy,WeightedTransition,1,0,0,0
1001,1960,Jazz,Country,WeightedTransition,1,0,0,0
1001,1960,Jazz,DooWop,WeightedTransition,3,0,0,0
1001,1960,Jazz,EasyListening,WeightedTransition,6,0,0,0
1001,1960,Jazz,Folk,AnnualFloor,1,0,1,0
1001,1960,Jazz,Gospel,AnnualFloor,1,0,1,0
1001,1960,Jazz,Gospel,WeightedTransition,2,0,0,0
1001,1960,Jazz,Jazz,AnnualFloor,1,0,1,0
1001,1960,Jazz,Jazz,Retained,248,0,0,0
1001,1960,Jazz,Jazz,WeightedTransition,15,0,0,0
1001,1960,Jazz,RnB,WeightedTransition,4,0,0,0
1001,1960,Jazz,RockAndRoll,WeightedTransition,1,0,0,0
1001,1960,Jazz,Soul,WeightedTransition,2,0,0,0
1001,1960,Jazz,TeenPop,WeightedTransition,3,0,0,0
1001,1960,Jazz,TexMex,AnnualFloor,1,0,1,0
1001,1960,Jazz,TraditionalPop,WeightedTransition,5,0,0,0
1001,1960,LatinPop,Blues,WeightedTransition,1,0,0,0
1001,1960,LatinPop,Comedy,WeightedTransition,1,0,0,0
1001,1960,LatinPop,Gospel,WeightedTransition,1,0,0,0
1001,1960,LatinPop,Jazz,WeightedTransition,2,0,0,0
1001,1960,LatinPop,LatinPop,Retained,14,0,0,0
1001,1960,LatinPop,LatinPop,WeightedTransition,1,0,0,0
1001,1960,LatinPop,RockAndRoll,WeightedTransition,2,0,0,0
1001,1960,LatinPop,Soul,WeightedTransition,2,0,0,0
1001,1960,LatinPop,TeenPop,WeightedTransition,3,0,0,0
1001,1960,RnB,Blues,WeightedTransition,3,0,0,0
1001,1960,RnB,Childrens,AnnualFloor,2,0,2,0
1001,1960,RnB,Childrens,WeightedTransition,3,0,0,0
1001,1960,RnB,Classical,WeightedTransition,2,0,0,0
1001,1960,RnB,Comedy,AnnualFloor,1,0,1,0
1001,1960,RnB,Comedy,WeightedTransition,2,0,0,0
1001,1960,RnB,Country,AnnualFloor,1,0,1,0
1001,1960,RnB,Country,WeightedTransition,8,0,0,0
1001,1960,RnB,DooWop,AnnualFloor,1,0,1,0
1001,1960,RnB,DooWop,WeightedTransition,45,0,0,0
1001,1960,RnB,EasyListening,WeightedTransition,3,0,0,0
1001,1960,RnB,Folk,WeightedTransition,2,0,0,0
1001,1960,RnB,Gospel,WeightedTransition,12,0,0,0
1001,1960,RnB,Jazz,AnnualFloor,1,0,1,0
1001,1960,RnB,Jazz,WeightedTransition,3,0,0,0
1001,1960,RnB,LatinPop,WeightedTransition,2,0,0,0
1001,1960,RnB,RnB,AnnualFloor,2,0,2,0
1001,1960,RnB,RnB,Retained,339,0,0,0
1001,1960,RnB,RnB,WeightedTransition,43,0,0,0
1001,1960,RnB,RockAndRoll,WeightedTransition,2,0,0,0
1001,1960,RnB,Soul,AnnualFloor,1,0,1,0
1001,1960,RnB,Soul,WeightedTransition,9,0,0,0
1001,1960,RnB,TeenPop,WeightedTransition,6,0,0,0
1001,1960,RnB,TexMex,WeightedTransition,1,0,0,0
1001,1960,RnB,TraditionalPop,WeightedTransition,5,0,0,0
1001,1960,RockAndRoll,Blues,AnnualFloor,1,0,1,0
1001,1960,RockAndRoll,Blues,WeightedTransition,1,0,0,0
1001,1960,RockAndRoll,Childrens,WeightedTransition,3,0,0,0
1001,1960,RockAndRoll,Classical,AnnualFloor,1,0,1,0
1001,1960,RockAndRoll,Classical,WeightedTransition,2,0,0,0
1001,1960,RockAndRoll,Comedy,WeightedTransition,1,0,0,0
1001,1960,RockAndRoll,Country,WeightedTransition,4,0,0,0
1001,1960,RockAndRoll,DooWop,AnnualFloor,1,0,1,0
1001,1960,RockAndRoll,DooWop,WeightedTransition,10,0,0,0
1001,1960,RockAndRoll,EasyListening,WeightedTransition,10,0,0,0
1001,1960,RockAndRoll,Folk,WeightedTransition,4,0,0,0
1001,1960,RockAndRoll,Gospel,AnnualFloor,1,0,1,0
1001,1960,RockAndRoll,Gospel,WeightedTransition,2,0,0,0
1001,1960,RockAndRoll,Jazz,WeightedTransition,3,0,0,0
1001,1960,RockAndRoll,LatinPop,AnnualFloor,2,0,2,0
1001,1960,RockAndRoll,LatinPop,WeightedTransition,2,0,0,0
1001,1960,RockAndRoll,RnB,WeightedTransition,2,0,0,0
1001,1960,RockAndRoll,RockAndRoll,AnnualFloor,2,0,2,0
1001,1960,RockAndRoll,RockAndRoll,Retained,420,0,0,0
1001,1960,RockAndRoll,RockAndRoll,WeightedTransition,51,0,0,0
1001,1960,RockAndRoll,Soul,WeightedTransition,1,0,0,0
1001,1960,RockAndRoll,TeenPop,WeightedTransition,10,0,0,0
1001,1960,RockAndRoll,TexMex,AnnualFloor,1,0,1,0
1001,1960,RockAndRoll,TexMex,WeightedTransition,1,0,0,0
1001,1960,RockAndRoll,TraditionalPop,WeightedTransition,2,0,0,0
1001,1960,Soul,Blues,WeightedTransition,3,0,0,0
1001,1960,Soul,Childrens,WeightedTransition,1,0,0,0
1001,1960,Soul,Country,WeightedTransition,1,0,0,0
1001,1960,Soul,DooWop,WeightedTransition,8,0,0,0
1001,1960,Soul,EasyListening,WeightedTransition,2,0,0,0
1001,1960,Soul,Folk,WeightedTransition,3,0,0,0
1001,1960,Soul,Gospel,WeightedTransition,5,0,0,0
1001,1960,Soul,Jazz,WeightedTransition,2,0,0,0
1001,1960,Soul,RnB,WeightedTransition,9,0,0,0
1001,1960,Soul,RockAndRoll,WeightedTransition,1,0,0,0
1001,1960,Soul,Soul,AnnualFloor,2,0,2,0
1001,1960,Soul,Soul,Retained,208,0,0,0
1001,1960,Soul,Soul,WeightedTransition,12,0,0,0
1001,1960,Soul,TeenPop,AnnualFloor,1,0,1,0
1001,1960,Soul,TeenPop,WeightedTransition,3,0,0,0
1001,1960,Soul,TexMex,WeightedTransition,2,0,0,0
1001,1960,Soul,TraditionalPop,AnnualFloor,1,0,1,0
1001,1960,Soul,TraditionalPop,WeightedTransition,4,0,0,0
1001,1960,TeenPop,Blues,WeightedTransition,1,0,0,0
1001,1960,TeenPop,Childrens,WeightedTransition,2,0,0,0
1001,1960,TeenPop,Comedy,WeightedTransition,3,0,0,0
1001,1960,TeenPop,Country,WeightedTransition,1,0,0,0
1001,1960,TeenPop,DooWop,WeightedTransition,10,0,0,0
1001,1960,TeenPop,EasyListening,WeightedTransition,7,0,0,0
1001,1960,TeenPop,Folk,WeightedTransition,1,0,0,0
1001,1960,TeenPop,Gospel,WeightedTransition,4,0,0,0
1001,1960,TeenPop,LatinPop,WeightedTransition,2,0,0,0
1001,1960,TeenPop,RnB,WeightedTransition,10,0,0,0
1001,1960,TeenPop,RockAndRoll,WeightedTransition,13,0,0,0
1001,1960,TeenPop,Soul,WeightedTransition,2,0,0,0
1001,1960,TeenPop,TeenPop,AnnualFloor,1,0,1,0
1001,1960,TeenPop,TeenPop,Retained,493,0,0,0
1001,1960,TeenPop,TeenPop,WeightedTransition,37,0,0,0
1001,1960,TeenPop,TexMex,WeightedTransition,2,0,0,0
1001,1960,TeenPop,TraditionalPop,WeightedTransition,17,0,0,0
1001,1960,TexMex,Blues,WeightedTransition,1,0,0,0
1001,1960,TexMex,Comedy,WeightedTransition,1,0,0,0
1001,1960,TexMex,DooWop,WeightedTransition,1,0,0,0
1001,1960,TexMex,EasyListening,WeightedTransition,1,0,0,0
1001,1960,TexMex,LatinPop,WeightedTransition,1,0,0,0
1001,1960,TexMex,RockAndRoll,WeightedTransition,1,0,0,0
1001,1960,TexMex,TexMex,Retained,3,0,0,0
1001,1960,TexMex,TraditionalPop,WeightedTransition,1,0,0,0
1001,1960,TraditionalPop,Blues,WeightedTransition,1,0,0,0
1001,1960,TraditionalPop,Comedy,WeightedTransition,2,0,0,0
1001,1960,TraditionalPop,Country,WeightedTransition,7,0,0,0
1001,1960,TraditionalPop,DooWop,WeightedTransition,1,0,0,0
1001,1960,TraditionalPop,EasyListening,AnnualFloor,3,0,3,0
1001,1960,TraditionalPop,EasyListening,WeightedTransition,11,0,0,0
1001,1960,TraditionalPop,Folk,WeightedTransition,3,0,0,0
1001,1960,TraditionalPop,Gospel,AnnualFloor,1,0,1,0
1001,1960,TraditionalPop,Gospel,WeightedTransition,1,0,0,0
1001,1960,TraditionalPop,Jazz,AnnualFloor,1,0,1,0
1001,1960,TraditionalPop,Jazz,WeightedTransition,7,0,0,0
1001,1960,TraditionalPop,LatinPop,AnnualFloor,1,0,1,0
1001,1960,TraditionalPop,LatinPop,WeightedTransition,1,0,0,0
1001,1960,TraditionalPop,RnB,WeightedTransition,3,0,0,0
1001,1960,TraditionalPop,RockAndRoll,WeightedTransition,6,0,0,0
1001,1960,TraditionalPop,TeenPop,AnnualFloor,1,0,1,0
1001,1960,TraditionalPop,TeenPop,WeightedTransition,5,0,0,0
1001,1960,TraditionalPop,TraditionalPop,AnnualFloor,2,0,2,0
1001,1960,TraditionalPop,TraditionalPop,Retained,549,0,0,0
1001,1960,TraditionalPop,TraditionalPop,WeightedTransition,46,0,0,0
1001,1961,Blues,Blues,AnnualFloor,1,0,1,0
1001,1961,Blues,Blues,Retained,71,0,0,0
1001,1961,Blues,Blues,WeightedTransition,2,0,0,0
1001,1961,Blues,Classical,WeightedTransition,1,0,0,0
1001,1961,Blues,Country,WeightedTransition,1,0,0,0
1001,1961,Blues,DooWop,WeightedTransition,1,0,0,0
1001,1961,Blues,EasyListening,WeightedTransition,3,0,0,0
1001,1961,Blues,Folk,WeightedTransition,1,0,0,0
1001,1961,Blues,Gospel,WeightedTransition,1,0,0,0
1001,1961,Blues,Jazz,WeightedTransition,3,0,0,0
1001,1961,Blues,RnB,WeightedTransition,1,0,0,0
1001,1961,Blues,RockAndRoll,WeightedTransition,1,0,0,0
1001,1961,Blues,Soul,WeightedTransition,1,0,0,0
1001,1961,Blues,SurfRock,AnnualFloor,1,0,1,0
1001,1961,Blues,TeenPop,WeightedTransition,3,0,0,0
1001,1961,Blues,TraditionalPop,WeightedTransition,3,0,0,0
1001,1961,Childrens,Childrens,Retained,43,0,0,0
1001,1961,Childrens,Childrens,WeightedTransition,4,0,0,0
1001,1961,Childrens,Comedy,WeightedTransition,2,0,0,0
1001,1961,Childrens,LatinPop,WeightedTransition,1,0,0,0
1001,1961,Classical,Blues,AnnualFloor,1,0,1,0
1001,1961,Classical,Classical,Retained,77,0,0,0
1001,1961,Classical,Classical,WeightedTransition,2,0,0,0
1001,1961,Classical,ContemporaryFolk,WeightedTransition,1,0,0,0
1001,1961,Classical,Country,WeightedTransition,1,0,0,0
1001,1961,Classical,DooWop,WeightedTransition,1,0,0,0
1001,1961,Classical,EasyListening,WeightedTransition,3,0,0,0
1001,1961,Classical,Jazz,WeightedTransition,1,0,0,0
1001,1961,Classical,RockAndRoll,WeightedTransition,2,0,0,0
1001,1961,Classical,Soul,AnnualFloor,1,0,1,0
1001,1961,Classical,TeenPop,WeightedTransition,1,0,0,0
1001,1961,Classical,TraditionalPop,WeightedTransition,1,0,0,0
1001,1961,Comedy,Classical,WeightedTransition,1,0,0,0
1001,1961,Comedy,Comedy,Retained,35,0,0,0
1001,1961,Comedy,Comedy,WeightedTransition,4,0,0,0
1001,1961,Comedy,Country,WeightedTransition,1,0,0,0
1001,1961,Comedy,DooWop,WeightedTransition,1,0,0,0
1001,1961,Comedy,EasyListening,WeightedTransition,1,0,0,0
1001,1961,Comedy,Gospel,WeightedTransition,1,0,0,0
1001,1961,Comedy,Jazz,WeightedTransition,1,0,0,0
1001,1961,Comedy,RnB,WeightedTransition,1,0,0,0
1001,1961,Comedy,Soul,WeightedTransition,1,0,0,0
1001,1961,Comedy,TeenPop,WeightedTransition,1,0,0,0
1001,1961,Comedy,TexMex,WeightedTransition,1,0,0,0
1001,1961,Comedy,TraditionalPop,AnnualFloor,1,0,1,0
1001,1961,Comedy,TraditionalPop,WeightedTransition,2,0,0,0
1001,1961,ContemporaryFolk,Classical,WeightedTransition,1,0,0,0
1001,1961,ContemporaryFolk,ContemporaryFolk,Retained,6,0,0,0
1001,1961,ContemporaryFolk,ContemporaryFolk,WeightedTransition,1,0,0,0
1001,1961,Country,Blues,WeightedTransition,1,0,0,0
1001,1961,Country,Classical,WeightedTransition,1,0,0,0
1001,1961,Country,Comedy,WeightedTransition,2,0,0,0
1001,1961,Country,ContemporaryFolk,WeightedTransition,1,0,0,0
1001,1961,Country,Country,AnnualFloor,2,0,2,0
1001,1961,Country,Country,Retained,256,0,0,0
1001,1961,Country,Country,WeightedTransition,15,0,0,0
1001,1961,Country,DooWop,AnnualFloor,1,0,1,0
1001,1961,Country,DooWop,WeightedTransition,2,0,0,0
1001,1961,Country,Folk,AnnualFloor,1,0,1,0
1001,1961,Country,Folk,WeightedTransition,4,0,0,0
1001,1961,Country,Gospel,WeightedTransition,5,0,0,0
1001,1961,Country,Jazz,AnnualFloor,1,0,1,0
1001,1961,Country,Jazz,WeightedTransition,2,0,0,0
1001,1961,Country,LatinPop,AnnualFloor,3,0,3,0
1001,1961,Country,LatinPop,WeightedTransition,2,0,0,0
1001,1961,Country,RnB,WeightedTransition,1,0,0,0
1001,1961,Country,RockAndRoll,AnnualFloor,1,0,1,0
1001,1961,Country,RockAndRoll,WeightedTransition,4,0,0,0
1001,1961,Country,Soul,WeightedTransition,3,0,0,0
1001,1961,Country,SurfRock,WeightedTransition,1,0,0,0
1001,1961,Country,TeenPop,WeightedTransition,5,0,0,0
1001,1961,Country,TexMex,AnnualFloor,1,0,1,0
1001,1961,DooWop,Classical,WeightedTransition,1,0,0,0
1001,1961,DooWop,Comedy,AnnualFloor,1,0,1,0
1001,1961,DooWop,ContemporaryFolk,WeightedTransition,1,0,0,0
1001,1961,DooWop,Country,WeightedTransition,3,0,0,0
1001,1961,DooWop,DooWop,AnnualFloor,1,0,1,0
1001,1961,DooWop,DooWop,Retained,117,0,0,0
1001,1961,DooWop,DooWop,WeightedTransition,14,0,0,0
1001,1961,DooWop,Folk,WeightedTransition,2,0,0,0
1001,1961,DooWop,Gospel,WeightedTransition,1,0,0,0
1001,1961,DooWop,Jazz,WeightedTransition,3,0,0,0
1001,1961,DooWop,LatinPop,WeightedTransition,1,0,0,0
1001,1961,DooWop,RnB,AnnualFloor,1,0,1,0
1001,1961,DooWop,RnB,WeightedTransition,7,0,0,0
1001,1961,DooWop,RockAndRoll,WeightedTransition,1,0,0,0
1001,1961,DooWop,Soul,WeightedTransition,10,0,0,0
1001,1961,DooWop,SurfRock,WeightedTransition,1,0,0,0
1001,1961,DooWop,TeenPop,WeightedTransition,7,0,0,0
1001,1961,DooWop,TraditionalPop,WeightedTransition,2,0,0,0
1001,1961,EasyListening,Childrens,WeightedTransition,2,0,0,0
1001,1961,EasyListening,Classical,WeightedTransition,1,0,0,0
1001,1961,EasyListening,Comedy,WeightedTransition,2,0,0,0
1001,1961,EasyListening,Country,WeightedTransition,4,0,0,0
1001,1961,EasyListening,DooWop,WeightedTransition,3,0,0,0
1001,1961,EasyListening,EasyListening,AnnualFloor,1,0,1,0
1001,1961,EasyListening,EasyListening,Retained,186,0,0,0
1001,1961,EasyListening,EasyListening,WeightedTransition,14,0,0,0
1001,1961,EasyListening,Folk,WeightedTransition,1,0,0,0
1001,1961,EasyListening,Gospel,WeightedTransition,1,0,0,0
1001,1961,EasyListening,LatinPop,WeightedTransition,1,0,0,0
1001,1961,EasyListening,RnB,WeightedTransition,1,0,0,0
1001,1961,EasyListening,RockAndRoll,WeightedTransition,4,0,0,0
1001,1961,EasyListening,Soul,WeightedTransition,2,0,0,0
1001,1961,EasyListening,SurfRock,WeightedTransition,1,0,0,0
1001,1961,EasyListening,TeenPop,WeightedTransition,8,0,0,0
1001,1961,EasyListening,TexMex,AnnualFloor,1,0,1,0
1001,1961,EasyListening,TraditionalPop,WeightedTransition,15,0,0,0
1001,1961,Folk,Blues,WeightedTransition,2,0,0,0
1001,1961,Folk,Comedy,AnnualFloor,1,0,1,0
1001,1961,Folk,Comedy,WeightedTransition,2,0,0,0
1001,1961,Folk,ContemporaryFolk,WeightedTransition,2,0,0,0
1001,1961,Folk,Country,WeightedTransition,6,0,0,0
1001,1961,Folk,DooWop,WeightedTransition,1,0,0,0
1001,1961,Folk,Folk,Retained,111,0,0,0
1001,1961,Folk,Folk,WeightedTransition,26,0,0,0
1001,1961,Folk,Gospel,WeightedTransition,4,0,0,0
1001,1961,Folk,Jazz,WeightedTransition,1,0,0,0
1001,1961,Folk,RnB,WeightedTransition,1,0,0,0
1001,1961,Folk,Soul,WeightedTransition,1,0,0,0
1001,1961,Folk,TraditionalPop,WeightedTransition,3,0,0,0
1001,1961,Gospel,Blues,WeightedTransition,1,0,0,0
1001,1961,Gospel,Childrens,WeightedTransition,2,0,0,0
1001,1961,Gospel,Country,WeightedTransition,1,0,0,0
1001,1961,Gospel,Gospel,AnnualFloor,1,0,1,0
1001,1961,Gospel,Gospel,Retained,41,0,0,0
1001,1961,Gospel,Gospel,WeightedTransition,5,0,0,0
1001,1961,Gospel,Jazz,WeightedTransition,1,0,0,0
1001,1961,Gospel,RnB,WeightedTransition,1,0,0,0
1001,1961,Gospel,Soul,WeightedTransition,2,0,0,0
1001,1961,Gospel,TexMex,WeightedTransition,2,0,0,0
1001,1961,Gospel,TraditionalPop,WeightedTransition,4,0,0,0
1001,1961,Jazz,Childrens,AnnualFloor,1,0,1,0
1001,1961,Jazz,Childrens,WeightedTransition,1,0,0,0
1001,1961,Jazz,Comedy,AnnualFloor,1,0,1,0
1001,1961,Jazz,Comedy,WeightedTransition,3,0,0,0
1001,1961,Jazz,ContemporaryFolk,WeightedTransition,1,0,0,0
1001,1961,Jazz,DooWop,WeightedTransition,2,0,0,0
1001,1961,Jazz,EasyListening,WeightedTransition,2,0,0,0
1001,1961,Jazz,Gospel,WeightedTransition,1,0,0,0
1001,1961,Jazz,Jazz,AnnualFloor,1,0,1,0
1001,1961,Jazz,Jazz,Retained,218,0,0,0
1001,1961,Jazz,Jazz,WeightedTransition,18,0,0,0
1001,1961,Jazz,LatinPop,WeightedTransition,1,0,0,0
1001,1961,Jazz,RnB,WeightedTransition,1,0,0,0
1001,1961,Jazz,Soul,WeightedTransition,1,0,0,0
1001,1961,Jazz,TeenPop,WeightedTransition,1,0,0,0
1001,1961,Jazz,TraditionalPop,WeightedTransition,9,0,0,0
1001,1961,LatinPop,Childrens,WeightedTransition,2,0,0,0
1001,1961,LatinPop,Comedy,WeightedTransition,1,0,0,0
1001,1961,LatinPop,Folk,WeightedTransition,3,0,0,0
1001,1961,LatinPop,Gospel,WeightedTransition,2,0,0,0
1001,1961,LatinPop,Jazz,WeightedTransition,1,0,0,0
1001,1961,LatinPop,LatinPop,Retained,33,0,0,0
1001,1961,LatinPop,LatinPop,WeightedTransition,2,0,0,0
1001,1961,LatinPop,RockAndRoll,WeightedTransition,1,0,0,0
1001,1961,LatinPop,TeenPop,WeightedTransition,2,0,0,0
1001,1961,LatinPop,TexMex,AnnualFloor,1,0,1,0
1001,1961,LatinPop,TraditionalPop,WeightedTransition,1,0,0,0
1001,1961,RnB,Blues,WeightedTransition,1,0,0,0
1001,1961,RnB,Childrens,AnnualFloor,1,0,1,0
1001,1961,RnB,Childrens,WeightedTransition,2,0,0,0
1001,1961,RnB,Classical,WeightedTransition,1,0,0,0
1001,1961,RnB,Comedy,WeightedTransition,1,0,0,0
1001,1961,RnB,Country,WeightedTransition,2,0,0,0
1001,1961,RnB,DooWop,WeightedTransition,13,0,0,0
1001,1961,RnB,EasyListening,WeightedTransition,2,0,0,0
1001,1961,RnB,Folk,WeightedTransition,5,0,0,0
1001,1961,RnB,Gospel,AnnualFloor,1,0,1,0
1001,1961,RnB,Gospel,WeightedTransition,4,0,0,0
1001,1961,RnB,Jazz,WeightedTransition,2,0,0,0
1001,1961,RnB,RnB,AnnualFloor,1,0,1,0
1001,1961,RnB,RnB,Retained,213,0,0,0
1001,1961,RnB,RnB,WeightedTransition,19,0,0,0
1001,1961,RnB,RockAndRoll,WeightedTransition,2,0,0,0
1001,1961,RnB,Soul,AnnualFloor,1,0,1,0
1001,1961,RnB,Soul,WeightedTransition,10,0,0,0
1001,1961,RnB,SurfRock,WeightedTransition,3,0,0,0
1001,1961,RnB,TeenPop,AnnualFloor,1,0,1,0
1001,1961,RnB,TeenPop,WeightedTransition,2,0,0,0
1001,1961,RnB,TexMex,WeightedTransition,1,0,0,0
1001,1961,RnB,TraditionalPop,WeightedTransition,2,0,0,0
1001,1961,RockAndRoll,Blues,WeightedTransition,3,0,0,0
1001,1961,RockAndRoll,Childrens,WeightedTransition,1,0,0,0
1001,1961,RockAndRoll,Classical,AnnualFloor,1,0,1,0
1001,1961,RockAndRoll,Classical,WeightedTransition,1,0,0,0
1001,1961,RockAndRoll,ContemporaryFolk,AnnualFloor,1,0,1,0
1001,1961,RockAndRoll,ContemporaryFolk,WeightedTransition,2,0,0,0
1001,1961,RockAndRoll,DooWop,AnnualFloor,1,0,1,0
1001,1961,RockAndRoll,DooWop,WeightedTransition,3,0,0,0
1001,1961,RockAndRoll,EasyListening,WeightedTransition,2,0,0,0
1001,1961,RockAndRoll,Folk,WeightedTransition,2,0,0,0
1001,1961,RockAndRoll,Gospel,WeightedTransition,4,0,0,0
